gene.name,Geneid,ribo.log2FC,ribo.padj
apm-1,WBGene00000150,0.00798156942297373,0.995829723754277
apn-1,WBGene00000151,0.260744275286865,0.627251359566631
app-1,WBGene00000155,0.204457579966799,0.520274009919858
aps-2,WBGene00000157,0.217728060819129,0.700022583944248
apg-1,WBGene00000158,0.00326656078339971,0.997766597809497
aps-1,WBGene00000159,0.176548074768754,0.703295884075706
apb-1,WBGene00000160,0.125741164137108,0.816128144815674
apa-2,WBGene00000161,0.194951433262559,0.689983824039203
apd-3,WBGene00000162,0.0526295107785539,0.973797361387755
apb-3,WBGene00000163,-0.0653618041176332,0.973077392295485
apm-3,WBGene00000164,0.16450196501901,0.896352476722707
aps-3,WBGene00000165,0.0579846904488602,0.966747286415955
apt-9,WBGene00000166,-0.0778735128627214,0.990106372318898
apx-1,WBGene00000168,-0.107256439926786,0.973918723977778
aqp-1,WBGene00000169,-0.261815843267304,0.48327234070382
aqp-2,WBGene00000170,-0.0139841783582549,0.994343707945544
aqp-3,WBGene00000171,-1.09639446441149,NA
aqp-4,WBGene00000172,0.0782639306646089,0.943685910410369
aqp-5,WBGene00000173,-0.273125253555324,NA
aqp-6,WBGene00000174,0.904919602981284,NA
aqp-7,WBGene00000175,0.209918088079483,0.769661312095313
aqp-8,WBGene00000176,0.649540258210905,0.540678840763106
aqp-9,WBGene00000177,-0.156082175956005,0.97337987242418
aqp-10,WBGene00000178,0.0921722099914398,0.940620275837918
aqp-11,WBGene00000179,0.118606931926998,0.89015424727381
arc-1,WBGene00000180,0.108860883406479,0.934305978579481
ard-1,WBGene00000181,0.222925951184157,0.536803796317037
arf-1.2,WBGene00000182,0.0168725636334969,0.991780357819597
arf-3,WBGene00000183,0.0555159433870678,0.959273628597427
arf-6,WBGene00000184,0.114796251336125,0.917851417494119
arg-1,WBGene00000185,0.253152182297699,NA
ark-1,WBGene00000186,0.178290480262434,0.827261441279379
arl-1,WBGene00000187,0.0619226612021018,0.965547784268954
arl-3,WBGene00000188,0.16550759717343,0.981083375518509
arl-5,WBGene00000189,0.176901345912475,0.910501965478464
arf-1.1,WBGene00000190,0.683400215808075,0.114522913074
arl-7,WBGene00000191,NA,NA
arl-8,WBGene00000192,0.11928637606991,0.91161606388453
arl-6,WBGene00000193,0.0751326052358337,NA
arr-1,WBGene00000195,-0.275566040232335,0.64801496610994
aars-1,WBGene00000196,-0.0279363408431614,0.988488813007215
aars-2,WBGene00000197,0.0657873454486701,0.945110284675126
art-1,WBGene00000198,0.307788636744736,0.173404346023395
arx-1,WBGene00000199,0.0125990680372243,0.994112700332205
arx-2,WBGene00000200,0.0953400620210273,0.92346999422316
arx-3,WBGene00000201,0.188703835376085,0.60856587187919
exos-4.2,WBGene00000202,0.0550016521597392,0.972207109494378
arx-5,WBGene00000203,0.0466806695592857,0.97337987242418
arx-6,WBGene00000204,0.023566611017083,0.990106372318898
arx-7,WBGene00000205,0.100334709325505,0.917851417494119
asb-1,WBGene00000206,0.0340368216739439,0.980122831055937
asb-2,WBGene00000207,0.219067517717255,0.475282381210794
asc-1,WBGene00000208,-0.155661500943977,0.814309991368902
asg-1,WBGene00000209,0.0283674707487869,0.981812228201675
asg-2,WBGene00000210,0.206721948371345,0.527263669499886
asm-1,WBGene00000211,-0.241014687412746,0.793703452178395
asm-2,WBGene00000212,0.51350820500007,0.087195776401943
asm-3,WBGene00000213,0.0380754777779564,NA
asp-1,WBGene00000214,0.276352090391015,0.693671657370965
asp-2,WBGene00000215,0.242066596321505,0.486222104196919
asp-3,WBGene00000216,0.280480818858639,0.523340489743404
asp-4,WBGene00000217,0.16232832026437,0.802144997689686
asp-5,WBGene00000218,0.236125448454798,0.627757330371137
asp-6,WBGene00000219,0.233357392199691,0.657430243548186
atf-2,WBGene00000220,-0.419882697107916,0.89015424727381
atf-5,WBGene00000221,-0.715176454442187,NA
atf-6,WBGene00000222,0.267875669695938,0.731914321210777
atf-7,WBGene00000223,-0.130782670498706,0.844206105077306
atgp-1,WBGene00000224,-0.207428293808958,0.716318582906016
atgp-2,WBGene00000225,0.316952167552091,0.443121880691167
atl-1,WBGene00000226,-0.0852900334169705,0.953255763007481
atm-1,WBGene00000227,-0.10363603466371,0.932397021554215
atn-1,WBGene00000228,0.228563732316048,0.397678211782739
atp-2,WBGene00000229,0.163772467227528,0.724716026667602
atp-3,WBGene00000230,0.12603343774604,0.801263465516822
atx-2,WBGene00000231,0.0664945389652169,0.946475546270447
avr-14,WBGene00000232,0.156951095066603,0.945110284675126
avr-15,WBGene00000233,0.260022422082013,0.81916531690467
baf-1,WBGene00000235,0.0367707799739982,0.979260681560033
bag-1,WBGene00000236,0.00483763223967798,0.997366882822824
bam-2,WBGene00000237,-0.171991987190104,0.819149330529165
bar-1,WBGene00000238,-0.146289334619,0.927427229664434
bas-1,WBGene00000239,0.56981344591335,0.00495248465303083
pah-1,WBGene00000240,0.691245637982957,1.09114051047816e-05
bbs-1,WBGene00000241,-0.289707799070876,NA
bbs-2,WBGene00000242,0.381421161596971,NA
bbs-8,WBGene00000244,-0.112669858181987,NA
bca-1,WBGene00000245,-0.0184035027147318,0.992886529172199
bcc-1,WBGene00000246,0.302435265513354,0.715688194038592
bec-1,WBGene00000247,-0.131427719888198,0.861138534085523
ben-1,WBGene00000248,0.0658677030787275,0.95517346295271
bir-1,WBGene00000249,0.159417822418396,0.849916880678528
bir-2,WBGene00000250,-0.356467675274165,0.327000634266348
bli-1,WBGene00000251,0.235335129120947,0.764121708394362
bli-2,WBGene00000252,-0.0694678710975155,0.960642045708745
bli-3,WBGene00000253,-0.195980506772034,0.740057099009087
bli-4,WBGene00000254,-0.150884444487654,0.843247071027828
bli-5,WBGene00000255,-0.405284131120769,0.627354197485935
bli-6,WBGene00000256,-0.774460218858208,0.0011146593972593
bmk-1,WBGene00000257,0.0931892494138977,0.915959001535102
bpl-1,WBGene00000259,-0.11873191561204,0.916958941227514
bra-1,WBGene00000262,-0.079290604644482,0.981812228201675
F23H11.5,WBGene00000263,-0.0874255159586663,0.938385842639641
brc-1,WBGene00000264,-0.0565348581492782,0.974505937857233
brd-1,WBGene00000265,0.0466666954686091,0.981812228201675
bre-1,WBGene00000266,-0.0772277369863393,0.945610137002604
bre-2,WBGene00000267,-0.263404715302221,0.903779307055848
bre-3,WBGene00000268,-0.107958661542692,0.893408349535212
bre-4,WBGene00000269,0.128672266224795,0.946689222817368
bre-5,WBGene00000270,-0.202975103215957,0.936455203479132
brf-1,WBGene00000271,-0.0633931270191785,0.960749346853168
bro-1,WBGene00000272,-2.38648905868543,NA
brp-1,WBGene00000273,0.155008391796707,0.9589076212228
btf-1,WBGene00000274,0.0573212732525536,0.967578657250221
bub-1,WBGene00000275,-0.0872116041475373,0.932240796366537
byn-1,WBGene00000276,-0.0366805694091308,0.980122831055937
cab-1,WBGene00000277,0.147454419067664,0.858755437470155
cah-1,WBGene00000279,-0.730846404438638,0.7251905626886
cah-2,WBGene00000280,-0.479521249425514,NA
cah-3,WBGene00000281,0.051263084519503,0.967009707723958
cah-4,WBGene00000282,0.140181651424526,0.874729042452801
cah-5,WBGene00000283,0.204711804377278,0.692532482475851
cah-6,WBGene00000284,0.156326941573538,0.948504435812694
cal-1,WBGene00000285,-0.136607193244746,0.941091850991217
cal-2,WBGene00000286,-0.0836732811913607,0.959373526838397
cal-3,WBGene00000287,0.124816999998583,0.987674881893293
cal-4,WBGene00000288,-0.353000127711209,0.934914613948504
cam-1,WBGene00000289,0.00853421367877049,0.995829723754277
cap-1,WBGene00000292,0.0177688052203921,0.990106372318898
cap-2,WBGene00000293,-0.022098621475235,0.987674881893293
cas-1,WBGene00000294,0.107188144325592,0.893298899382569
cat-1,WBGene00000295,-0.693683552406629,0.653032281109599
cat-2,WBGene00000296,-0.457816536926967,0.903986050540145
cat-4,WBGene00000298,0.830428957683878,4.42917818268872e-08
cav-1,WBGene00000301,0.409244767521654,NA
cav-2,WBGene00000302,-0.149331876445467,0.951367956134227
C04A11.t1,WBGene00000308,NA,NA
C05C9.t1,WBGene00000310,NA,NA
C05C9.t2,WBGene00000311,NA,NA
cbp-1,WBGene00000366,-0.092694171050059,0.911771816384541
cca-1,WBGene00000367,0.318559921273889,0.839749033255383
ccb-1,WBGene00000368,0.168907285111584,0.902897075126607
ccf-1,WBGene00000369,0.0684982596140165,0.951579305055245
ccg-1,WBGene00000370,0.150858785047966,0.861138534085523
cco-1,WBGene00000371,0.0611512537691927,0.948504435812694
cyp-13A7,WBGene00000372,-1.119480901661,0.492927099129295
cyp-14A5,WBGene00000373,1.33238645581493,5.45495442828606e-12
cyp-31A1,WBGene00000374,NA,NA
cyp-44A1,WBGene00000375,0.0978815862680092,0.946475546270447
ccr-4,WBGene00000376,0.0357038825031286,0.980184041837631
cct-1,WBGene00000377,0.141423987516797,0.773427492948418
cct-2,WBGene00000378,0.0562046520091995,0.956071857381768
cct-4,WBGene00000379,0.0945513288872489,0.900783676810729
cct-5,WBGene00000380,0.0725893201428693,0.935868791547566
cct-6,WBGene00000381,0.0784968954711686,0.932240796366537
cdc-6,WBGene00000382,-0.100907965758726,0.926092036343675
cdc-14,WBGene00000383,-0.25761822335349,0.392907386831815
cdc-25.1,WBGene00000386,-0.0526766044772336,0.969873149534975
cdc-25.2,WBGene00000387,0.131825563134684,0.973077392295485
cdc-25.3,WBGene00000388,0.0576861834446842,NA
cdc-25.4,WBGene00000389,-0.0933053063724509,0.976981276352982
cdc-42,WBGene00000390,-0.0815621212709551,0.933425893851507
cdd-1,WBGene00000391,0.0924607052857783,0.936455203479132
cdd-2,WBGene00000392,0.078861915193087,0.946475546270447
cdf-1,WBGene00000393,0.160735126703409,0.828146873050595
cdh-3,WBGene00000395,-0.0729060601899847,0.990106372318898
cdh-4,WBGene00000396,0.193665440653349,0.873482983905428
cdh-5,WBGene00000397,-0.508739464847698,0.547788769573339
cdh-7,WBGene00000399,1.79856966399086,2.35610267858424e-08
cdh-9,WBGene00000401,-0.245469000411226,0.927363289452144
cdh-10,WBGene00000402,1.56605128170281,2.99504182045649e-09
casy-1,WBGene00000403,-0.0871209384017466,0.933116739416752
cdk-1,WBGene00000405,-0.0452864916479132,0.97388981429078
cdk-4,WBGene00000406,0.809127651131499,0.279268899725701
cdk-5,WBGene00000407,-0.172891250063735,0.831503786913433
cdk-7,WBGene00000408,-0.0264195796396934,0.988924249672385
cdk-8,WBGene00000409,0.174002639845719,0.902009797631005
cdk-9,WBGene00000410,0.0846820601840893,0.940576726373123
cdl-1,WBGene00000411,-0.0169843051805696,0.992886529172199
cdr-1,WBGene00000412,0.0452099812124954,0.992886529172199
cdt-1,WBGene00000413,-0.390544712426421,0.24270035563735
cec-1,WBGene00000414,-0.24478724198035,0.550771786602943
ced-1,WBGene00000415,0.112829921286051,0.941861747226858
ced-2,WBGene00000416,0.00638405748536229,0.997366882822824
ced-3,WBGene00000417,-0.369083119730642,0.157681788177792
ced-4,WBGene00000418,-0.0478882883044144,0.97605695148027
ced-5,WBGene00000419,0.239099667690971,0.662408761303457
ced-6,WBGene00000420,-0.0248637690881373,0.990106372318898
ced-7,WBGene00000421,-0.0391040649836103,0.976981276352982
ced-8,WBGene00000422,0.253152182297699,NA
ced-9,WBGene00000423,-0.0517895034112673,0.980122831055937
ced-10,WBGene00000424,0.0462098337333373,0.977072587269992
ced-11,WBGene00000425,0.327964770637816,0.725814643415638
ced-12,WBGene00000426,0.024747997620672,0.988924249672385
ced-13,WBGene00000427,NA,NA
ceh-1,WBGene00000428,-0.828878336676134,NA
ceh-2,WBGene00000429,0.359325107814762,NA
ceh-5,WBGene00000430,-1.01817437243096,0.478998280004673
ceh-6,WBGene00000431,0.0609769635387338,NA
ceh-7,WBGene00000432,NA,NA
ceh-8,WBGene00000433,-0.716264481373757,NA
ceh-9,WBGene00000434,-0.97027933473275,NA
ceh-10,WBGene00000435,-0.369571840809766,NA
ceh-12,WBGene00000436,1.56538738825396,NA
ceh-13,WBGene00000437,-0.0752391806108016,0.981812228201675
ceh-14,WBGene00000438,-0.129427773363734,0.967009707723958
ceh-16,WBGene00000439,-0.808011874940831,NA
ceh-17,WBGene00000440,-0.965752335563896,NA
ceh-18,WBGene00000441,-0.259125135095841,0.566900011333254
ceh-19,WBGene00000442,-0.941165458150841,NA
ceh-20,WBGene00000443,0.0617470290206622,0.974505937857233
ceh-21,WBGene00000444,0.522551819145867,0.904184007659349
ceh-22,WBGene00000445,-0.728151237883556,NA
ceh-23,WBGene00000446,0.50602273913514,NA
ceh-24,WBGene00000447,-0.0839434017545107,NA
pros-1,WBGene00000448,-0.00517936178780032,0.999363708927056
ceh-27,WBGene00000449,0.767842271109408,NA
ceh-28,WBGene00000450,0.195274948913332,NA
ceh-30,WBGene00000451,0.0138195073015576,0.997766597809497
ceh-31,WBGene00000452,1.06113191770203,NA
ceh-32,WBGene00000453,-0.190466074835172,0.941262158854058
ceh-33,WBGene00000454,0.188589088310527,NA
ceh-34,WBGene00000455,-0.569651432948325,0.791568497794601
ceh-36,WBGene00000457,-1.70790186926359,NA
ceh-37,WBGene00000458,-0.310261095213694,0.623378400510695
ceh-38,WBGene00000459,-0.135243342360686,0.854749015097878
ceh-39,WBGene00000460,0.488369477571016,0.718808906710981
ceh-40,WBGene00000461,1.28822678249378,NA
ceh-41,WBGene00000462,0.910061171600318,0.458968316689687
ceh-43,WBGene00000463,-0.751707973896455,0.773481534144201
ceh-44,WBGene00000464,-0.115621385605632,0.882025481175531
cpg-1,WBGene00000465,1.55538570493867,6.13313696803651e-12
cel-1,WBGene00000466,-0.190829367858684,0.709758645359181
cep-1,WBGene00000467,0.00969660913448185,0.994605034092387
ces-1,WBGene00000468,-0.929980032985934,NA
ces-2,WBGene00000469,0.0380754777779564,NA
cey-1,WBGene00000472,-0.0779234058109589,0.953255763007481
cey-2,WBGene00000473,-0.0793263821110072,0.932240796366537
cey-3,WBGene00000474,-0.080838115685876,0.914508882997615
cey-4,WBGene00000475,-0.149989464784732,0.809337600869629
cfi-1,WBGene00000476,-0.0780692873017011,0.983929536858757
cft-1,WBGene00000477,-0.266816905527133,0.844705921424218
cfz-2,WBGene00000478,-0.541027744364877,NA
cgh-1,WBGene00000479,0.00449740812875674,0.997366882822824
cgp-1,WBGene00000480,-0.573156173457181,0.000378817418824714
chd-3,WBGene00000482,0.310926103356335,0.322240413721599
che-1,WBGene00000483,-1.70790282578856,NA
che-2,WBGene00000484,0.419798134758691,NA
che-3,WBGene00000485,0.0835089605562138,0.985418915164331
che-6,WBGene00000487,1.3046122816313,NA
che-7,WBGene00000488,-0.684239694035082,NA
che-11,WBGene00000490,-0.968334999775783,0.61492136911807
che-12,WBGene00000491,-0.221221009204544,0.97388981429078
che-13,WBGene00000492,-0.738835084496085,0.707052307408781
che-14,WBGene00000493,-0.156863867142318,0.95517346295271
chs-1,WBGene00000496,0.680480161665686,0.136638638697215
chs-2,WBGene00000497,-1.5747652260579,0.000874621609103564
chk-1,WBGene00000498,0.0535042648321055,0.973291665403117
chk-2,WBGene00000499,-0.150921469830218,0.839385067359959
chn-1,WBGene00000500,-0.250534838531886,0.627251359566631
cho-1,WBGene00000501,0.499528019090843,0.810378955436252
chp-1,WBGene00000502,0.0769223941483753,0.946475546270447
cht-1,WBGene00000503,-0.90736562926372,0.480859725467232
cic-1,WBGene00000506,-0.132037957309617,0.932240796366537
cit-1.1,WBGene00000507,-0.133333209118271,0.909938156803897
cit-1.2,WBGene00000508,-0.168954477794528,0.781166013697181
cka-1,WBGene00000509,0.05324425848718,0.964993856116873
cka-2,WBGene00000510,0.340890064427868,0.593064503467543
ckb-1,WBGene00000511,0.29595769745166,0.691325107909027
ckb-2,WBGene00000512,0.334955889121262,0.301774364139709
ckb-3,WBGene00000513,0.47831710493441,NA
ckb-4,WBGene00000514,0.152166544783871,0.899859298626646
ckc-1,WBGene00000515,0.507122738852547,0.0557853898228796
cki-1,WBGene00000516,-0.335655554502379,0.50598075967746
cki-2,WBGene00000517,-0.307979040656731,0.261165128883861
ckk-1,WBGene00000518,-0.228046492745896,0.903423489312635
cku-70,WBGene00000519,-0.179499881863247,0.715688194038592
cku-80,WBGene00000520,-0.182835699794194,0.81794514356293
cky-1,WBGene00000521,-0.704495561983636,NA
clc-1,WBGene00000522,0.143637668177945,0.874715721648951
clc-2,WBGene00000523,0.0763127123074228,0.988366348064456
clc-3,WBGene00000524,-0.831147211326944,NA
clc-4,WBGene00000525,-0.112689767828729,NA
clc-5,WBGene00000526,0.0740847917964021,0.985814823242554
cle-1,WBGene00000527,0.0817275756299365,0.948504435812694
clh-1,WBGene00000528,0.137886487868339,0.903779307055848
clh-2,WBGene00000529,-0.0826697111373033,0.987674881893293
clh-3,WBGene00000530,0.0811731148975036,0.973077392295485
clh-4,WBGene00000531,-0.58443776083446,0.666337643003135
clh-5,WBGene00000532,0.436739240125257,0.0823705731646353
clh-6,WBGene00000533,0.116136923669451,0.906864357404016
cpi-2,WBGene00000534,-0.209006200466138,0.699117459653841
cpi-1,WBGene00000535,0.966879545632448,2.08267539340394e-06
clk-1,WBGene00000536,0.108148785528604,0.929549988306565
clk-2,WBGene00000537,-0.212867793032311,0.758175388182491
cln-3.1,WBGene00000539,0.308157533220048,0.699117459653841
cln-3.2,WBGene00000540,-0.281788980530657,0.788598539276056
cln-3.3,WBGene00000541,0.191861806355656,0.952869511035444
clp-1,WBGene00000542,-0.050231283277286,0.96019851614655
clp-2,WBGene00000543,-0.171365808915568,0.861128054473794
clp-3,WBGene00000544,0.177341506002509,0.933425893851507
clp-4,WBGene00000545,0.0969545899498895,0.936298952528115
clp-6,WBGene00000546,0.112770069912009,0.917889249237633
clp-7,WBGene00000547,0.179476352212521,0.704852175701801
clr-1,WBGene00000548,0.193815365749311,0.731914321210777
cls-2,WBGene00000549,0.0617975196529098,0.955645971199646
clu-1,WBGene00000550,0.217508210314152,0.448123897159611
clx-1,WBGene00000551,-0.0178500837897062,NA
cmd-1,WBGene00000552,-0.0643820615219654,0.95517346295271
cmk-1,WBGene00000553,-0.166037117426067,0.949464718044123
cnb-1,WBGene00000554,-0.00360728282407484,0.997766597809497
cnc-1,WBGene00000555,0.195274948913332,NA
cnc-2,WBGene00000556,-0.0175973953234877,0.997366882822824
cnc-3,WBGene00000557,0.276260024353502,0.923538527320881
cnc-4,WBGene00000558,-0.380148670254705,0.556925623508727
cnc-5,WBGene00000559,NA,NA
cnc-6,WBGene00000560,0.2531521822977,NA
cnd-1,WBGene00000561,NA,NA
cng-1,WBGene00000562,1.24402742783012,NA
cng-3,WBGene00000563,-1.45411759047621,NA
cnk-1,WBGene00000564,-0.0596205203306916,0.980122831055937
cnt-1,WBGene00000565,-0.092133490060595,0.932653617438653
cnt-2,WBGene00000566,-0.136990481492172,0.850822856921352
cnx-1,WBGene00000567,0.0309065975959272,0.981104989256776
cof-2,WBGene00000583,-0.0574772939050087,0.987674881893293
cog-1,WBGene00000584,-0.422174948202761,0.84981529569915
cogc-2,WBGene00000585,0.0996572429443336,0.929103716871417
coh-1,WBGene00000591,0.0247787910571653,0.992705983150789
coh-3,WBGene00000592,-0.135339423195473,0.858755437470155
col-2,WBGene00000593,-0.64230679913795,0.8545628243828
col-3,WBGene00000594,-0.0658377121122073,0.988366348064456
col-7,WBGene00000596,-0.596376569976862,0.588319521734008
col-8,WBGene00000597,0.652131287161449,0.618578639514135
col-9,WBGene00000598,1.62105591703165,NA
col-10,WBGene00000599,-0.110035043268319,0.980122831055937
col-12,WBGene00000601,-0.577900335134195,0.547294845605667
col-13,WBGene00000602,-0.578812333857922,0.0792304518338018
col-14,WBGene00000603,-1.12406568623453,3.34070416641992e-10
col-17,WBGene00000606,-0.890868420589626,0.000679474897225178
col-19,WBGene00000608,0.285566788951928,0.937784957735954
col-20,WBGene00000609,0.418534532978216,0.874585281595276
col-33,WBGene00000610,-0.727728392230058,0.383461733249006
col-34,WBGene00000611,-0.418119164455365,0.884835969064477
col-35,WBGene00000612,-1.2360211448294,NA
col-36,WBGene00000613,0.761599299655848,0.741608696473799
col-37,WBGene00000614,1.62021353540259,0.313322038865375
col-38,WBGene00000615,-1.06386273659209,1.89788632971283e-10
col-39,WBGene00000616,-0.415365567597486,0.851829823711397
col-40,WBGene00000617,1.12175878209528,0.403720641142011
col-41,WBGene00000618,-0.833143161955857,0.00195286376581873
